StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q7_3_TEXT,Q8,Q9,Q9_5_TEXT,Q10,Q11,Q12,Q12_4_TEXT,Q13,Q13_6_TEXT,Q14,Q15,Q15_7_TEXT,Q16,Q16_18_TEXT,Q17,Q18,Q19,Q20
2024-06-13 08:27:51,2024-06-13 08:30:22,IP Address,157.142.25.72,100,151,True,2024-06-13 08:30:23,R_3rcbGu3008m4nPk,,,,,35.48,-97.4994,anonymous,EN,Agree,Yes,Yes,Oklahoma,,Urban,Pre-clinical,,No,"Concerns about privacy,Concerns about accuracy,Concerns about bias,Concerns about patients or non-physicians using it to get medical information",,Somewhat likely,There seems to be many risks that have ye to be evaluated in LLMs. I am doubtful they will ever replace real physicians. I personally feel AI should be used to automate work that distracts from patient interaction,Male,,White or Caucasian,,No,,,,,,,,
2024-06-13 08:42:21,2024-06-13 08:43:51,IP Address,102.89.23.26,100,89,True,2024-06-13 08:43:51,R_8mnpwDASunUGe1L,,,,,6.4474,3.3903,anonymous,EN,Agree,Yes,Yes,California,,Rural,Clinical,,Yes,Concerns about privacy,,Somewhat likely,No,Male,,Black or African American,,No,ChatGPT,,Generate/identify photographs to help with diagnosis,,Weekly,Extremely accurate (almost no mistakes),Minimal editing (less than 5 changes),Positively
2024-06-13 09:19:00,2024-06-13 09:20:22,IP Address,27.34.68.7,100,81,True,2024-06-13 09:20:22,R_4PY6Zn9gEF1a5GX,,,,,26.728,85.9285,anonymous,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13 09:20:30,2024-06-13 09:22:50,IP Address,27.34.68.7,100,140,True,2024-06-13 09:22:51,R_4Yttj5MqMZSIlEJ,,,,,26.728,85.9285,anonymous,EN,Agree,Yes,No,,Nepal,Suburban,Clinical,,Yes,"Concerns about privacy,Concerns about accuracy",,Extremely likely,,Male,,Asian,,No,"ChatGPT,GPT-4",,"Generate differential diagnoses,Ask questions about medical management,Generate response to a patient (email/letter/text),Studying: Summarize content (e.g. lectures, text resources),Write manuscripts,Write clinical or academic presentations",,Weekly,Somewhat accurate (a few mistakes),Minimal editing (less than 5 changes),Positively
2024-06-13 10:33:13,2024-06-13 10:36:08,IP Address,5.110.89.116,100,174,True,2024-06-13 10:36:09,R_4lNe2ZK1thwnvhf,,,,,21.4849,39.192,anonymous,EN,Agree,Yes,No,,Saudi Arabia,Urban,Clinical,,Yes,"Concerns about privacy,Concerns about accuracy",,Extremely likely,,Male,,Black or African American,,No,Other,"Perplexity ","Generate differential diagnoses,Ask questions about medical management,Studying: Answer questions about topics,Studying: Generate practice questions/flashcards,Summarize research papers",,Daily,"Neither accurate nor inaccurate (a number of mistakes, but still useable)",Moderate editing (5-10 changes),Positively
2024-06-13 13:56:11,2024-06-13 13:56:41,IP Address,176.179.58.110,100,30,True,2024-06-13 13:56:42,R_89FJvvW3Qjiy6KB,,,,,47.2145,-1.5512,anonymous,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13 15:47:39,2024-06-13 15:49:25,IP Address,86.145.9.45,100,105,True,2024-06-13 15:49:26,R_8HKPCCjtYQYSHo5,,,,,54.5396,-5.975,anonymous,EN,Agree,Yes,Yes,Colorado,,Rural,Clinical,,Yes,Concerns about bias,,Somewhat unlikely,,Female,,Asian,,Yes,GPT-4,,Write clinical or academic presentations,,Daily,"Neither accurate nor inaccurate (a number of mistakes, but still useable)",Moderate editing (5-10 changes),Positively
2024-06-13 16:05:01,2024-06-13 16:06:57,IP Address,171.66.13.191,100,116,True,2024-06-13 16:06:58,R_3K3F84taBURrolL,,,,,37.423,-122.1639,anonymous,EN,Agree,Yes,Yes,California,,Suburban,Clinical,,No,"Concerns about accuracy,Concerns about bias,Concerns about patients or non-physicians using it to get medical information",,Extremely unlikely,"Concerned about the misinformation shared in search engines. Concerned that the information they put out appears legitimate but is not vetted by a human who can be held accountable for the mistakes. We already have excellent clinical resources for decisionmaking in up-to-date, journals, and MDCalC. We don't need to muddy the waters with complicated AI that is not transparent nor reliable.",Male,,Asian,,No,,,,,,,,
2024-06-13 19:32:03,2024-06-13 19:32:13,IP Address,18.29.44.182,100,9,True,2024-06-13 19:32:14,R_61TVEMFKF0VHuXa,,,,,42.3649,-71.0987,anonymous,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13 20:00:12,2024-06-13 20:01:47,IP Address,174.99.158.115,100,95,True,2024-06-13 20:01:48,R_5OPdTVrow64oHYL,,,,,35.961,-78.9291,anonymous,EN,Agree,Yes,Yes,North Carolina,,Suburban,Clinical,,Yes,Concerns about patients or non-physicians using it to get medical information,,Extremely likely,,Female,,Black or African American,,No,"ChatGPT,Other",Co-pilot,"Ask questions about medical management,Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources),Studying: Generate practice questions/flashcards,Summarize research papers,Write manuscripts",,Monthly,Somewhat accurate (a few mistakes),Moderate editing (5-10 changes),Positively
2024-06-13 21:56:34,2024-06-13 21:57:29,IP Address,104.28.103.21,100,55,True,2024-06-13 21:57:30,R_5rGRKSKwV0v1OhS,,,,,41.8883,-87.7613,anonymous,EN,Agree,Yes,Yes,Illinois,,Urban,Pre-clinical,,Yes,No concerns,,Extremely likely,,Male,,Prefer not to say,,No,"ChatGPT,Google Bard,GPT-4,Bing Chat",,"Ask questions about medical management,Summarize EHR notes,Write EHR notes (medical record documentation),Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources),Studying: Generate practice questions/flashcards,Summarize research papers,Write manuscripts,Write clinical or academic presentations",,Daily,Somewhat accurate (a few mistakes),Minimal editing (less than 5 changes),Positively
2024-06-13 23:19:36,2024-06-13 23:22:26,IP Address,81.110.98.137,100,170,True,2024-06-13 23:22:26,R_23jMxw7gRsqtuVH,,,,,51.7377,-1.2054,anonymous,EN,Agree,Yes,No,,United Kingdom of Great Britain and Northern Ireland,Urban,Clinical,,Yes,"Concerns about privacy,Concerns about accuracy,Concerns about bias,Concerns about patients or non-physicians using it to get medical information,Other","Concerns about ethics of intellectual property rights to data training sets - eg using copyrighted information to train models ",Extremely likely,,Female,,White or Caucasian,,No,ChatGPT,,Other,Coding help for research project,Monthly,"Neither accurate nor inaccurate (a number of mistakes, but still useable)",Moderate editing (5-10 changes),Positively
2024-06-14 05:21:27,2024-06-14 05:25:20,IP Address,42.111.161.73,100,232,True,2024-06-14 05:25:21,R_4dm7imJEhvYkr7y,,,,,12.8996,80.2209,anonymous,EN,Agree,Yes,No,,India,Urban,Clinical,,Yes,Concerns about accuracy,,Somewhat likely,No,Male,,Asian,,No,"ChatGPT,Google Bard,GPT-4",,"Summarize EHR notes,Write manuscripts",,Daily,"Neither accurate nor inaccurate (a number of mistakes, but still useable)",Moderate editing (5-10 changes),Positively
2024-06-13 15:24:22,2024-06-14 09:06:09,IP Address,128.6.36.3,100,63707,True,2024-06-14 09:06:10,R_6S0Q8ReV8D2x4KC,,,,,40.5511,-74.4606,anonymous,EN,Agree,Yes,Yes,New Jersey,,Suburban,Clinical,,Yes,"Concerns about privacy,Concerns about accuracy,Concerns about bias",,Extremely likely,,Male,,White or Caucasian,,No,ChatGPT,,"Generate differential diagnoses,Ask questions about medical management,Studying: Answer questions about topics",,Weekly,Extremely accurate (almost no mistakes),Minimal editing (less than 5 changes),Positively
2024-06-11 15:52:59,2024-06-14 12:36:41,IP Address,205.154.255.136,100,247421,True,2024-06-14 12:36:42,R_3MRSpMwMQmgjqIg,,,,,37.7695,-122.385,anonymous,EN,Agree,Yes,Yes,California,,Urban,Clinical,,Yes,"Concerns about accuracy,Concerns about patients or non-physicians using it to get medical information",,Extremely likely,,Female,,Asian,,No,ChatGPT,,"Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources),Write manuscripts",,A few times/rarely,Somewhat accurate (a few mistakes),Minimal editing (less than 5 changes),Positively
2024-06-14 12:53:47,2024-06-14 12:55:08,IP Address,166.198.157.45,100,80,True,2024-06-14 12:55:08,R_5EaP0TbcJRizWrp,,,,,33.9372,-84.0791,anonymous,EN,Agree,Yes,Yes,New York,,Urban,Clinical,,Yes,"Concerns about accuracy,Concerns about patients or non-physicians using it to get medical information",,Extremely likely,,Male,,Asian,,No,"ChatGPT,Google Bard,GPT-4,Bing Chat",,"Summarize EHR notes,Create patient handouts,Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources),Studying: Generate practice questions/flashcards,Summarize research papers,Write manuscripts,Write clinical or academic presentations",,Daily,Somewhat accurate (a few mistakes),Moderate editing (5-10 changes),Positively
2024-06-14 19:02:53,2024-06-14 19:07:59,IP Address,128.54.31.178,100,305,True,2024-06-14 19:08:00,R_7pc6Y6FKGJ08YkF,,,,,32.8595,-117.2124,anonymous,EN,Agree,Yes,Yes,California,,Urban,Clinical,,Yes,"Concerns about privacy,Concerns about accuracy,Concerns about bias,Concerns about patients or non-physicians using it to get medical information",,Extremely likely,,Male,,White or Caucasian,,No,"ChatGPT,GPT-4",,"Generate differential diagnoses,Write manuscripts",,Daily,Somewhat accurate (a few mistakes),Moderate editing (5-10 changes),Positively
2024-06-14 22:55:18,2024-06-14 23:02:57,IP Address,103.12.58.213,100,458,True,2024-06-14 23:02:58,R_4OdmRQLKb4fu6XC,,,,,25.3507,68.3534,anonymous,EN,Agree,Yes,No,,Pakistan,Suburban,Pre-clinical,,Yes,"No concerns,Concerns about accuracy",,Extremely likely,,Prefer not to say,,"Other,Prefer not to say",,No,"ChatGPT,Google Bard,GPT-4,Bing Chat",,"Generate response to a patient (email/letter/text),Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources),Summarize research papers,Write clinical or academic presentations",,Daily,Somewhat accurate (a few mistakes),Moderate editing (5-10 changes),Positively
2024-06-19 06:10:33,2024-06-19 06:13:43,IP Address,104.28.55.226,100,189,True,2024-06-19 06:13:43,R_3OKFOZPO0xnGpd7,,,,,40.7547,-73.9614,anonymous,EN,Agree,Yes,Yes,New York,,Urban,Pre-clinical,,Yes,"Concerns about accuracy,Concerns about patients or non-physicians using it to get medical information",,Extremely likely,,Male,,White or Caucasian,,No,"ChatGPT,Google Bard,GPT-4",,"Generate differential diagnoses,Ask questions about medical management,Generate response to a patient (email/letter/text),Studying: Answer questions about topics,Summarize research papers,Other","Specifically generate response to a patient in another language. ",Daily,Somewhat accurate (a few mistakes),Minimal editing (less than 5 changes),Positively
2024-06-13 13:34:21,2024-06-13 13:35:10,IP Address,52.119.119.51,12,48,False,2024-06-20 13:37:41,R_5yjCivD2BxerI77,,,,,,,anonymous,EN,Agree,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13 13:57:23,2024-06-13 13:57:42,IP Address,99.43.252.110,12,19,False,2024-06-20 13:57:51,R_3VQKeCBwKcUiGeT,,,,,,,anonymous,EN,Agree,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13 17:24:19,2024-06-13 17:24:47,IP Address,107.77.212.196,12,27,False,2024-06-20 17:24:52,R_3YBcbOFEgRIg13P,,,,,,,anonymous,EN,Agree,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
2024-06-20 17:39:38,2024-06-20 17:43:00,IP Address,98.193.169.12,100,201,True,2024-06-20 17:43:00,R_3Gj3APn4ALyiltW,,,,,36.1988,-86.7881,anonymous,EN,Agree,Yes,Yes,Tennessee,,Urban,Other,MD-PhD,Yes,"Concerns about privacy,Concerns about accuracy,Concerns about bias",,Extremely likely,,Male,,Asian,,No,"ChatGPT,Google Bard,GPT-4",,"Generate differential diagnoses,Ask questions about medical management,Summarize EHR notes,Write EHR notes (medical record documentation),Generate response to a patient (email/letter/text),Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources),Studying: Generate practice questions/flashcards,Summarize research papers,Write manuscripts,Write clinical or academic presentations",,Daily,Somewhat accurate (a few mistakes),Moderate editing (5-10 changes),Positively
2024-06-13 20:33:13,2024-06-13 20:33:18,IP Address,131.93.181.51,4,4,False,2024-06-20 20:33:25,R_6AXTODhR6WHtzav,,,,,,,anonymous,EN,Agree,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-14 01:45:18,2024-06-14 01:45:54,IP Address,27.63.237.183,12,35,False,2024-06-21 01:45:59,R_42eSpIDAas2hdW9,,,,,,,anonymous,EN,Agree,Yes,No,,,,,,,,,,,,,,,,,,,,,,,
2024-06-14 05:53:01,2024-06-14 05:55:06,IP Address,100.36.11.225,77,125,False,2024-06-21 05:55:11,R_1oIjiutBxWg6wM5,,,,,,,anonymous,EN,Agree,Yes,Yes,District of Columbia,,Urban,Pre-clinical,,Yes,,,,,,,,,,"ChatGPT,GPT-4",,"Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources),Studying: Generate practice questions/flashcards,Summarize research papers,Write manuscripts",,Weekly,Somewhat accurate (a few mistakes),Moderate editing (5-10 changes),Positively
2024-06-14 11:32:08,2024-06-14 11:32:21,IP Address,71.60.26.50,12,12,False,2024-06-21 11:32:23,R_5CjzAzmIOEslRK1,,,,,,,anonymous,EN,Agree,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
2024-06-14 23:15:26,2024-06-14 23:18:11,IP Address,103.12.58.213,54,164,False,2024-06-21 23:18:14,R_4RPRpywop0T9a9a,,,,,,,anonymous,EN,Agree,Yes,No,,Albania,Rural,Pre-clinical,,Yes,,,,,,,,,,,,,,,,,
2024-06-23 11:00:40,2024-06-23 11:02:51,IP Address,195.187.58.186,100,130,True,2024-06-23 11:02:51,R_2AZo5pyTwcIpiVS,,,,,50.0595,19.9558,anonymous,EN,Agree,Yes,Yes,California,,Urban,Clinical,,Yes,"No concerns,Concerns about privacy",,Extremely unlikely,,Non-binary,,Native Hawaiian or Other Pacific Islander,,Yes,Google Bard,,"Write manuscripts,Create marketing/advertising content (website/print/email/social)",,Daily,Extremely accurate (almost no mistakes),No editing,Positively
2024-06-25 11:53:49,2024-06-25 11:56:35,IP Address,129.255.230.10,100,165,True,2024-06-25 11:56:35,R_6BfIQt5IVS4SfhI,,,,,41.6344,-91.5054,anonymous,EN,Agree,Yes,Yes,Arizona,,Urban,Clinical,,Yes,Concerns about bias,,Extremely unlikely,,Prefer not to say,,Native Hawaiian or Other Pacific Islander,,Yes,ChatGPT,,"Studying: Answer questions about topics,Summarize research papers",,Monthly,"Neither accurate nor inaccurate (a number of mistakes, but still useable)",Moderate editing (5-10 changes),Positively
2024-06-26 19:28:57,2024-06-26 19:29:14,IP Address,107.77.232.181,100,16,True,2024-06-26 19:29:15,R_1Du9UEMcWGgR7od,,,,,33.7485,-84.3871,anonymous,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-22 05:22:55,2024-06-22 05:23:50,IP Address,42.111.31.72,54,55,False,2024-06-29 05:23:54,R_40IftM9xX1zaCOZ,,,,,,,anonymous,EN,Agree,Yes,No,,India,Urban,Clinical,,Yes,,,,,,,,,,,,,,,,,
2024-06-26 19:29:18,2024-06-26 19:29:29,IP Address,107.77.232.181,12,11,False,2024-07-03 19:29:31,R_7qe89ZWO9Q5GXdn,,,,,,,anonymous,EN,Agree,Yes,No,,,,,,,,,,,,,,,,,,,,,,,
2024-07-16 07:37:41,2024-07-16 07:40:14,IP Address,12.6.90.3,77,153,False,2024-07-23 07:40:19,R_6JWbeQIaXhsWwjL,,,,,,,anonymous,EN,Agree,Yes,Yes,Florida,,Urban,Clinical,,Yes,,,,,,,,,,Google Bard,,"Write EHR notes (medical record documentation),Studying: Generate practice questions/flashcards,Summarize research papers,Write manuscripts",,Weekly,"Neither accurate nor inaccurate (a number of mistakes, but still useable)",Moderate editing (5-10 changes),Positively
2024-07-23 14:20:15,2024-07-23 14:20:29,IP Address,75.11.8.56,100,13,True,2024-07-23 14:20:29,R_3Mep3hV3618E75v,,,,,37.8487,-122.2209,anonymous,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-23 14:20:22,2024-07-23 14:20:32,IP Address,174.160.16.227,100,10,True,2024-07-23 14:20:33,R_1YrF1nhPeTkO1qI,,,,,37.4651,-122.143,anonymous,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-23 14:20:18,2024-07-23 14:20:35,IP Address,72.195.194.161,100,17,True,2024-07-23 14:20:36,R_5uI3InKvYyb4siI,,,,,33.3322,-111.9942,anonymous,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-23 14:20:24,2024-07-23 14:20:38,IP Address,98.33.87.65,100,13,True,2024-07-23 14:20:38,R_30uUodPpVc6zRXX,,,,,37.4043,-122.0748,anonymous,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-23 14:20:37,2024-07-23 14:20:55,IP Address,35.149.70.30,100,17,True,2024-07-23 14:20:55,R_6swIHW6XVGxHZ5L,,,,,43.6381,-84.2029,anonymous,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-23 14:20:35,2024-07-23 14:20:58,IP Address,73.194.97.15,100,23,True,2024-07-23 14:20:59,R_6RGeUPcSjTjoEaR,,,,,40.4992,-74.4996,anonymous,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-23 14:20:37,2024-07-23 14:22:23,IP Address,174.160.16.227,100,106,True,2024-07-23 14:22:23,R_5VQEWYuQNVJaHLa,,,,,37.4651,-122.143,anonymous,EN,Agree,Yes,Yes,California,,Suburban,Pre-clinical,,Yes,"Concerns about accuracy,Concerns about bias,Concerns about patients or non-physicians using it to get medical information",,Somewhat likely,,Female,,Asian,,No,"ChatGPT,Doximity GPT,Google Bard,GPT-4",,"Generate differential diagnoses,Summarize EHR notes,Generate response to a patient (email/letter/text),Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources),Studying: Generate practice questions/flashcards,Summarize research papers",,Weekly,Somewhat accurate (a few mistakes),Moderate editing (5-10 changes),Positively
2024-07-23 14:23:18,2024-07-23 14:24:31,IP Address,76.78.179.128,100,73,True,2024-07-23 14:24:32,R_3Tpn812jYYFkXok,,,,,37.751,-97.822,anonymous,EN,Agree,Yes,Yes,California,,Suburban,Pre-clinical,,Yes,"Concerns about privacy,Concerns about accuracy,Concerns about bias",,Extremely likely,,Male,,White or Caucasian,,No,"ChatGPT,GPT-4",,"Generate differential diagnoses,Ask questions about medical management,Summarize EHR notes,Studying: Summarize content (e.g. lectures, text resources),Studying: Generate practice questions/flashcards,Summarize research papers,Write clinical or academic presentations",,Daily,Somewhat accurate (a few mistakes),Moderate editing (5-10 changes),Positively
2024-07-23 14:31:48,2024-07-23 14:32:00,IP Address,97.182.15.245,100,12,True,2024-07-23 14:32:01,R_5amNCRWkPKUNEvW,,,,,33.5132,-112.083,anonymous,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-30 12:11:18,2024-07-30 12:11:36,IP Address,192.24.142.241,100,17,True,2024-07-30 12:11:37,R_6waCiWu6n7j44aT,,,,,39.2041,-84.3968,anonymous,EN,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-30 11:55:36,2024-07-30 12:13:55,IP Address,192.24.142.241,100,1098,True,2024-07-30 12:13:55,R_6T4jFYUlbKDfUKl,,,,,39.2041,-84.3968,anonymous,EN,Agree,Yes,Yes,Ohio,,Urban,Clinical,,Yes,"Concerns about privacy,Concerns about bias",,Somewhat likely,,Prefer not to say,,Prefer not to say,,Yes,"ChatGPT,Google Bard,GPT-4",,"Summarize EHR notes,Write EHR notes (medical record documentation),Generate response to a patient (email/letter/text),Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources),Studying: Generate practice questions/flashcards,Summarize research papers,Write manuscripts,Write clinical or academic presentations",,Weekly,Somewhat accurate (a few mistakes),Significant editing (greater than 10 changes),Positively
2024-07-30 14:36:24,2024-07-30 14:36:31,IP Address,134.193.239.179,100,7,True,2024-07-30 14:36:32,R_1OPGFqIqZKAx1OK,,,,,39.0537,-94.5906,anonymous,EN,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-30 14:36:37,2024-07-30 14:36:42,IP Address,134.193.239.179,100,5,True,2024-07-30 14:36:43,R_6vKFEAfdFkO7NDP,,,,,39.0537,-94.5906,anonymous,EN,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-30 14:58:17,2024-07-30 15:01:33,IP Address,166.199.242.103,100,196,True,2024-07-30 15:01:33,R_3rqCwvbdu8zCS7x,,,,,32.9365,-96.7871,anonymous,EN,Agree,Yes,Yes,Texas,,Suburban,Pre-clinical,,Yes,"Concerns about accuracy,Concerns about bias",,Extremely likely,,Male,,White or Caucasian,,No,"ChatGPT,Google Bard",,"Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources)",,Weekly,Somewhat accurate (a few mistakes),Minimal editing (less than 5 changes),Positively
2024-07-30 15:01:30,2024-07-30 15:05:05,IP Address,46.22.16.197,100,215,True,2024-07-30 15:05:06,R_2fk8dIvzToDicKL,,,,,47.0511,8.3056,anonymous,EN,Agree,Yes,Yes,Massachusetts,,Suburban,Clinical,,Yes,"Concerns about privacy,Concerns about accuracy,Concerns about bias",,Extremely likely,"Glass Health is a great medical LLM, but the others are questionable for DDx, A+P. But I use perplexity a lot for research paper topics in basic science.",Female,,White or Caucasian,,No,"ChatGPT,BioGPT,Google Bard,GPT-4,Bing Chat,Other","Anthropic, Perplexity, Google Gemini, Glass Health","Generate differential diagnoses,Ask questions about medical management,Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources),Summarize research papers",,Weekly,"Neither accurate nor inaccurate (a number of mistakes, but still useable)",Minimal editing (less than 5 changes),Positively
2024-07-30 15:09:03,2024-07-30 15:10:32,IP Address,70.120.8.235,100,89,True,2024-07-30 15:10:33,R_3CEBlCfM7E96r2v,,,,,29.5882,-98.5183,anonymous,EN,Agree,Yes,Yes,Texas,,Urban,Pre-clinical,,Yes,"Concerns about accuracy,Concerns about patients or non-physicians using it to get medical information",,Extremely likely,,Male,,White or Caucasian,,No,ChatGPT,,"Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources)",,Monthly,Somewhat accurate (a few mistakes),Minimal editing (less than 5 changes),Positively
2024-07-30 15:09:25,2024-07-30 15:13:11,IP Address,105.120.132.149,100,225,True,2024-07-30 15:13:11,R_2nlqYmjPtA3f42d,,,,,6.44,7.4922,anonymous,EN,Agree,Yes,No,,Nigeria,Urban,Clinical,,Yes,Concerns about accuracy,,Somewhat likely,usually good to get a general idea about a topic but might be less accurate for more specific stuff,Male,,"Black or African American,Asian",,No,"ChatGPT,Google Bard,Bing Chat",,"Generate differential diagnoses,Ask questions about medical management,Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources),Studying: Generate practice questions/flashcards",,Weekly,Somewhat accurate (a few mistakes),Minimal editing (less than 5 changes),Positively
2024-07-30 15:25:31,2024-07-30 15:27:54,IP Address,70.123.166.201,100,142,True,2024-07-30 15:27:55,R_5YAotGHAfyFIVF0,,,,,29.522,-98.5974,anonymous,EN,Agree,Yes,Yes,Texas,,Urban,Pre-clinical,,Yes,"Concerns about accuracy,Concerns about bias,Concerns about patients or non-physicians using it to get medical information",,Somewhat likely,,Male,,White or Caucasian,,No,"ChatGPT,Google Bard",,Other,I have only used them out of curiosity and to check out their capabilities. I haven’t used them for any practical purpose.,A few times/rarely,Somewhat inaccurate (too many mistakes to use in most cases),Minimal editing (less than 5 changes),Negatively
2024-07-31 03:10:44,2024-07-31 03:11:18,IP Address,212.125.23.35,100,34,True,2024-07-31 03:50:13,R_2rMRF1uRanfY3Op,,,,,41.0551,28.9347,anonymous,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-31 15:56:00,2024-07-31 15:57:33,IP Address,73.141.170.35,100,93,True,2024-07-31 15:57:34,R_5whQcgMi9lJhMAN,,,,,39.9195,-75.1565,anonymous,EN,Agree,Yes,Yes,Pennsylvania,,Urban,Clinical,,No,Concerns about accuracy,,Somewhat unlikely,"Waste of energy on large scale at this time given their relatively rudimentary performance. ",Female,,Asian,,No,,,,,,,,
2024-08-01 19:28:33,2024-08-01 19:28:42,IP Address,192.24.142.241,100,8,True,2024-08-01 19:28:42,R_1Rl6orA8ihxTkEJ,,,,,39.2041,-84.3968,anonymous,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-01 19:28:48,2024-08-01 19:30:14,IP Address,192.24.142.241,100,85,True,2024-08-01 19:30:14,R_3EzXWFrAY3Pj7E2,,,,,39.2041,-84.3968,anonymous,EN,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-01 19:30:20,2024-08-01 19:32:32,IP Address,192.24.142.241,100,132,True,2024-08-01 19:32:32,R_53GsA5I7Ft4hRER,,,,,39.2041,-84.3968,anonymous,EN,Agree,Yes,No,,Australia,Urban,Clinical,,No,No concerns,,Extremely unlikely,,Prefer not to say,,Native Hawaiian or Other Pacific Islander,,No,,,,,,,,
2024-08-02 06:10:38,2024-08-02 06:14:56,IP Address,88.22.133.115,100,257,True,2024-08-02 06:14:56,R_2w6QsdwQovzXChH,,,,,39.7083,3.465,anonymous,EN,Agree,Yes,No,,France,Urban,Pre-clinical,,Yes,"Concerns about privacy,Concerns about accuracy,Concerns about bias,Concerns about patients or non-physicians using it to get medical information",,Extremely likely,"Saw emerged online tools fine-tuned for medical students in France ",Male,,White or Caucasian,,No,ChatGPT,,"Studying: Answer questions about topics,Studying: Summarize content (e.g. lectures, text resources),Write clinical or academic presentations",,Weekly,"Neither accurate nor inaccurate (a number of mistakes, but still useable)",Significant editing (greater than 10 changes),Positively
2024-08-03 22:38:34,2024-08-03 22:44:34,IP Address,103.211.19.59,100,360,True,2024-08-03 22:44:35,R_4mWoFzPKyUuBv47,,,,,26.8756,80.9115,anonymous,EN,Agree,Yes,No,,India,Urban,Clinical,,No,Concerns about accuracy,,Extremely likely,,Female,,Asian,,No,,,,,,,,
2024-08-04 09:41:05,2024-08-04 09:41:22,IP Address,188.29.111.72,100,16,True,2024-08-04 09:41:22,R_8QxrfxRM03lQZs2,,,,,51.4249,-0.1032,anonymous,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-04 12:14:45,2024-08-04 12:14:54,IP Address,192.236.0.178,100,9,True,2024-08-04 12:14:55,R_5NXtMrlczpVkVAJ,,,,,41.6344,-91.5054,anonymous,EN,Agree,No,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-04 12:14:59,2024-08-04 12:16:51,IP Address,192.236.0.178,100,111,True,2024-08-04 12:16:51,R_1gip0IBLT8LBkBY,,,,,41.6344,-91.5054,anonymous,EN,Agree,Yes,Yes,Illinois,,Rural,Clinical,,Yes,Concerns about bias,,Somewhat likely,,Non-binary,,Black or African American,,No,Other,,Ask questions about medical management,,Weekly,Extremely accurate (almost no mistakes),No editing,Positively
2024-08-06 15:21:10,2024-08-06 15:23:46,IP Address,98.51.5.30,100,156,True,2024-08-06 15:23:47,R_1mf7N8j0Idv1E51,,,,,37.722,-122.1643,anonymous,EN,Agree,Yes,Yes,California,,Urban,Clinical,,Yes,Concerns about privacy,,Neither likely nor unlikely,,Male,,Asian,,No,ChatGPT,,"Write EHR notes (medical record documentation),Generate response to a patient (email/letter/text)",,Daily,Somewhat accurate (a few mistakes),Moderate editing (5-10 changes),Positively
